ENTITYID,SKU,NAME,IMAGE,UPC,STATUS,QTY,MSRP,MSWP,PRICE,WEIGHT,BARCODES
761,452,"Aspire Feedlink Mod - Gunmetal Chrome",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/f/e/feedlink-gunmetal-front_2_1.jpg,,1,26,48.9900,28.0000,25,0.5875,
762,453,"Aspire Feedlink Mod - Silver/Sunset Red (Resin)",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/f/e/feedlink-silversunsetred-front_1.jpg,,1,32,60.9900,35.0000,32,0.5875,
763,454,"Aspire Feedlink Mod - Black/Nightsky (Resin)",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/f/e/feedlink-blue-nightsky-front_1.jpg,,1,29,60.9900,35.0000,32,0.6000,
765,599,"Aspire Puxos Mod Removable Side Panel - P4",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/p/u/puxos_cover_plate_p5_1.jpg,,2,0,,3.5000,3,0.2000,
766,455,"Aspire Puxos Mod - P1 Green Camo",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/p/u/puxos-mod-camo-front_1.jpg,,1,28,49.9900,29.0000,24.75,0.4125,
767,456,"Aspire Puxos Mod - P2 Dreams",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/p/u/puxos-mod-b-front_1.jpg,,1,13,49.9900,29.0000,24.75,0.4125,
768,457,"Aspire Puxos Mod - P3 Swirls",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/p/u/puxos-mod-c-front_1.jpg,,1,2,49.9900,29.0000,24.75,0.4125,
769,458,"Aspire Puxos Mod - P5 Etched",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/p/u/puxos-mod-f-front-_1.jpg,,1,11,49.9900,29.0000,24.75,0.4125,
770,459,"Aspire Puxos Mod - P6 Circles",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/p/u/puxos-mod-d-front_1.jpg,,1,14,49.9900,29.0000,24.75,0.4125,
771,463,"Aspire Reax Mini Mod - Silver",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/r/e/reax-silver.jpg,,1,193,24.9900,16.5000,14.25,0.4188,
774,TAN-190,"Aspire Cleito Pro Tank (3.0ml) - Silver",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/1/9/190.jpg,,1,100,30.9900,15.4000,12.4,0.2750,
775,TAN-191,"Aspire Cleito Pro Tank (3.0ml) - Black",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/1/9/191.jpg,,1,94,26.9900,16.0000,13,0.2750,
776,TAN-192,"Aspire Cleito Pro Tank (3.0ml) - Gold",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/1/9/192.jpg,,1,8,26.9900,16.0000,13,0.2750,
777,TAN-193,"Aspire Cleito Pro Tank (3.0ml) - Rainbow",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/1/9/193.jpg,,1,48,26.9900,16.0000,13,0.2750,
779,KIT-190,"Aspire Cygnet Revvo Mini Kit - Grey & Rose gold",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/k/i/kit-190_2.jpg,,1,14,79.9900,46.2500,32.75,0.5125,
780,KIT-191,"Aspire Cygnet Revvo Mini Kit - Red & Black",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/k/i/kit-191_2.jpg,,1,21,79.9900,46.2500,32.75,0.5125,
781,KIT-192,"Aspire Cygnet Revvo Mini Kit - Pink & Rainbow",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/k/i/kit-192_2.jpg,,1,70,79.9900,46.2500,32.75,0.5125,
784,TAN-194,"Aspire Revvo Mini Tank - Stainless Steel",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/1/9/194_1_1.jpg,,1,110,25.9900,15.0000,12.75,0.2063,
785,TAN-195,"Aspire Revvo Mini Tank - Rainbow",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/1/9/195_1.jpg,,1,13,26.9900,15.5000,13.25,0.2063,
786,TAN-196,"Aspire Revvo Mini Tank - Gold",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/1/9/196_1.jpg,,1,42,26.9900,15.5000,13.25,0.2063,
787,TAN-197,"Aspire Revvo Mini Tank - Black",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/1/9/197_1.jpg,,1,105,26.9900,15.5000,13.25,0.2063,
789,COI-190,"Aspire Radial Coil for Revvo Mini (ARC Technology - 0.23/0.28ohm) (3-pack)",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/c/o/coi-190.jpg,,1,194,8.9900,5.5000,4.15,0.0250,
790,KIT-193,"Aspire Dynamo 220W Kit - Red",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/k/i/kit-193_2.jpg,,1,11,99.9900,67.0000,49,0.8125,
791,KIT-194,"Aspire Dynamo 220W Kit - Purple",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/k/i/kit-194_2.jpg,,1,64,99.9900,67.0000,49,0.8125,
792,KIT-195,"Aspire Dynamo 220W Kit - Gray",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/k/i/kit-195_2.jpg,,1,65,99.9900,67.0000,49,0.8125,
793,KIT-196,"Aspire Dynamo 220W Kit - Rainbow",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/k/i/kit-196_2.jpg,,2,0,109.9900,69.0000,51,0.8818,
794,KIT-197,"Aspire Dynamo 220W Kit - Camo",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/k/i/kit-197_2.jpg,,1,181,109.9900,69.0000,51,0.8125,
796,COI-191,"Aspire Cleito Mesh Coil 0.15ohm (60-75W)",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/c/o/coi-191_1.jpg,,1,1000,21.9900,12.6500,11,0.1438,
797,KIT-198,"Aspire Cobble AIO Kit - Dark Marble",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/k/i/kit-198_2.jpg,,1,266,32.9900,18.0000,8.25,0.1563,
798,KIT-199,"Aspire Cobble AIO Kit - Carbon Fiber",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/k/i/kit-199_2.jpg,,1,144,32.9900,18.0000,8.25,0.1563,
799,KIT-200,"Aspire Cobble AIO Kit - Mountain Mist",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/k/i/kit-200_2.jpg,,1,135,32.9900,18.0000,8.25,0.1563,
800,KIT-201,"Aspire Cobble AIO Kit - Wood Grain",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/k/i/kit-201_2.jpg,,1,266,32.9900,18.0000,8.25,0.1563,
801,KIT-202,"Aspire Cobble AIO Kit - Zebra Stripe",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/k/i/kit-202_2.jpg,,1,328,32.9900,18.0000,8.25,0.1563,
802,POD-190,"Cobble Pod (1.8ml) (3 pack)",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/1/9/190_1.jpg,,1,295,14.9900,7.7000,6.05,0.0500,
804,KIT-203,"Aspire Nautilus AIO Kit - Green (Jade)",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/k/i/kit-203_2.jpg,,1,214,34.9900,19.5000,14.25,0.3313,
805,KIT-204,"Aspire Nautilus AIO Kit - Purple",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/k/i/kit-204_2.jpg,,1,23,34.9900,19.5000,14.25,0.3313,
806,KIT-205,"Aspire Nautilus AIO Kit - Grey",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/k/i/kit-205_2.jpg,,1,88,34.9900,19.5000,14.25,0.3313,
807,KIT-206,"Aspire Nautilus AIO Kit - Black",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/k/i/kit-206_2.jpg,,1,58,34.9900,19.5000,14.25,0.3313,
808,KIT-207,"Aspire Nautilus AIO Kit - Red",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/k/i/kit-207_2.jpg,,1,59,34.9900,19.5000,14.25,0.3313,
809,KIT-208,"Aspire Nautilus AIO Kit - Blue",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/k/i/kit-208_1.jpg,,1,185,34.9900,19.5000,14.25,0.3313,
811,ACC-190,"Aspire Nautilus X / Aspire PockeX Drip Tip (10 pack) ",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/m/u/mushtuk.jpg,,1,111,7.9900,3.8500,3.3,0.0063,
812,COI-192,"Aspire Nepho 0.5ohm Coil (3 pack)",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/1/9/192_2.jpg,,1,192,16.4900,8.2500,6.6,0.0625,
813,COI-193,"Aspire Nepho 0.15ohm Mesh Coil (3 pack)",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/1/9/193_1.jpg,,1,0,16.4900,8.2500,6.6,0.0750,
815,COI-194,"Aspire Nautilus Mini BVC Coils - 1.8 ohm (Salt-Nic Optimized)",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/c/o/coil-mini_1.jpg,,1,1000,14.9900,8.2500,6.6,0.0500,
816,POD-191,"Aspire Nautilus AIO Pod (4.5ml)",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/1/9/191_1.jpg,,1,3,7.9900,3.8000,3,0.0438,
817,COI-195,"Aspire Cleito 120 (Mesh) Coil 0.15ohm",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/c/o/coi-195.jpg,,1,1000,5.4900,2.6500,2.25,0.0375,
818,TAN-198,"Aspire Cleito 120 Pro Tank - Silver",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/1/9/198.jpg,,1,209,32.9900,18.1500,15.4,0.2813,
819,TAN-199,"Aspire Cleito 120 Pro Tank - Black",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/1/9/199_1.jpg,,1,115,36.2900,19.2500,16.5,0.2813,
820,TAN-200,"Aspire Cleito 120 Pro Tank - Rainbow",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/2/0/200_1.jpg,,1,53,36.2900,19.2500,16.5,0.2813,
821,TAN-201,"Aspire Cleito 120 Pro Tank - Gold",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/2/0/201.jpg,,1,60,36.2900,19.2500,16.5,0.2813,
826,ACC-191,"Aspire Cleito Pro Replacement Glass (3ml)",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/a/c/acc--191.jpg,,1,204,1.9900,1.0000,1,0.0188,
827,ACC-192,"Aspire Cleito Pro Replacement Glass (4.2ml)",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/a/c/acc-192.jpg,,1,74,3.4900,1.7500,1.45,0.0188,
845,avc-p-35,"Aspire T-Shirt BW",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/2/0/2019-01-10-6_1_6.jpg,,2,0,,0.0000,0,0.1000,
846,avc-p-36,"Aspire T-Shirt Patriot",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/s/h/shirt_-_patriot.jpg,,2,0,,0.0000,0,0.1000,
847,avc-p-37,"Aspire T-Shirt Zebra",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/s/h/shirt_-_zebra.jpg,,2,0,,0.0000,0,0.1000,
848,avc-p-38,"Aspire T-Shirt SaltNic",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/s/h/shirt_-_saltnic.jpg,,2,0,,0.0000,0,0.1000,
849,avc-p-39,"Aspire T-Shirt Nautilus",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/s/h/shirt_-_nautilus_1.jpg,,2,0,,0.0000,0,0.1000,
850,avc-p-40,"Aspire T-Shirt Mexico",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/s/h/shirt_-_mexico.jpg,,2,0,,0.0000,0,0.1000,
851,avc-p-41,"Aspire T-Shirt Spryte",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/s/h/shirt_-_spryte.jpg,,2,0,,0.0000,0,0.1000,
852,avc-p-42,"Aspire T-Shirt Orange vs Black",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/s/h/shirt_-_aspire_1_1.jpg,,2,0,,0.0000,0,0.1000,
853,TAN-202,"Aspire Nepho Tank - Stainless Steel",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/2/0/202_2.jpg,,1,37,36.9900,19.5000,17.25,0.2938,
854,TAN-203,"Aspire Nepho Tank - Black",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/2/0/203_3.jpg,,1,11,38.9900,20.5000,18.25,0.2938,
855,TAN-204,"Aspire Nepho Tank - Rainbow",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/2/0/204_2.jpg,,1,126,38.9900,20.5000,18.25,0.2938,
856,TAN-205,"Aspire Nepho Tank - Blue",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/2/0/205_2.jpg,,1,44,38.9900,20.5000,18.25,0.2938,
884,avc-p-76,"Aspire T-Shirt Breeze",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/m/a/maika-rainbow-breeze.jpg,,2,0,,0.0000,0,0.1000,
887,KIT-209,"Aspire Zelos 2 Kit - Black",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/2/0/209_3.jpg,,1,25,78.9900,45.0000,34,0.6375,
888,KIT-210,"Aspire Zelos 2 Kit - Grey",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/2/1/210_2.jpg,,1,46,78.9900,45.0000,34,0.6375,
889,KIT-211,"Aspire Zelos 2 Kit - Blue",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/2/1/211_2.jpg,,1,0,78.9900,45.0000,34,0.6375,
895,avc-p-80,"Aspire Black vs Orange Breeze Hoodie",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/h/o/hoodihetev.jpg,,2,0,,0.0000,0,0.1000,
896,avc-p-90,"Aspire Sweater  Black vs Orange Journey to Infinity",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/s/v/svitr-erkar-asp-box.jpg,,2,0,20.0000,0.0000,0,0.1000,
897,avc-p-91,"Aspire Black vs White Nautilus Hoodie",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/2/0/2019-01-10-1_4.jpg,,2,0,,0.0000,0,0.1000,
898,TAN-206,"Aspire Nautilus 2S Tank - Stainless Steel",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/t/a/tan-206_1.jpg,,1,100,29.9900,17.0000,15,0.2688,
899,TAN-207,"Aspire Nautilus 2S Tank - Grey",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/t/a/tan-207_1.jpg,,1,86,30.9900,17.5000,15.5,0.2688,
900,TAN-208,"Aspire Nautilus 2S Tank - Black",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/t/a/tan-208_2.jpg,,1,128,30.9900,17.5000,15.5,0.2688,
901,TAN-209,"Aspire Nautilus 2S Tank - Blue",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/t/a/tan-209_1.jpg,,1,127,30.9900,17.5000,15.5,0.2688,
902,TAN-210,"Aspire Nautilus 2S Tank - Rainbow",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/t/a/tan-210_1.jpg,,1,84,30.9900,17.5000,15.5,0.2688,
904,COI-196,"Aspire Nautilus Mini BVC Coils - 0.4ohm (Nautilus 2S)",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/c/o/coi-196.jpg,,1,223,12.9900,8.2500,6.6,0.0438,
905,ACC-193,"Aspire Cleito 120 Pro Replacement Glass (3.0ml)",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/a/c/acc-193.jpg,,1,378,3.3000,1.6500,1.45,0.0188,
906,ACC-194,"Aspire Cleito 120 Pro Replacement Glass (4.2ml)",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/a/c/acc-194.jpg,,1,344,4.4900,3.3000,2.5,0.0188,
908,avc-p-92,"Aspire Sweater Grey vs Black 'Aspire' Bold",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/2/0/2019-01-10-5_1.jpg,,2,0,20.0000,,0,0.1000,
1019,TAN-211,"Tigon Tank (3.5 ml) - Stainless Steel",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/1/0/10-211_1.jpg,,1,21,27.9900,16.0000,14,0.2813,
1020,TAN-212,"Tigon Tank (3.5 ml) - Blue",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/1/0/10-212_1.jpg,,1,110,28.9900,17.0000,15,0.2813,
1021,TAN-213,"Tigon Tank (3.5 ml) - Rainbow",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/1/0/10-213_1.jpg,,1,135,28.9900,17.0000,15,0.2813,
1022,TAN-214,"Tigon Tank (3.5 ml) - Black",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/1/0/10-214_3.jpg,,1,56,28.9900,17.0000,15,0.2813,
1023,KIT-212,"Aspire Tigon Kit (3.5ml) - Stainless Steel ",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/k/i/kit-212_2.jpg,,1,81,46.9900,27.5000,22.25,0.6125,
1024,KIT-213,"Aspire Tigon Kit (3.5ml) - Blue",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/k/i/kit-213_2.jpg,,1,118,48.9900,28.5000,23.25,0.6125,
1025,KIT-214,"Aspire Tigon Kit (3.5ml) - Rainbow",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/k/i/kit-214_2.jpg,,1,121,48.9900,28.5000,23.25,0.6125,
1026,KIT-215,"Aspire Tigon Kit (3.5ml) - Black",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/k/i/kit-215_3.jpg,,1,56,48.9900,28.5000,23.25,0.6125,
1027,COI-197,"Aspire Tigon Coil - 0.4ohm",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/t/i/tigon-0_4coil.jpg,,1,4,13.9900,7.0000,5.75,0.0563,
1028,COI-198,"Aspire Tigon Coil - 1.2ohm",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/t/i/tigon-1_2coil.jpg,,1,485,13.9900,7.0000,5.75,0.0688,
1046,ACC-195,"Nautilus 2S Replacement Pyrex Glass",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/n/a/nat-glas.jpg,,1,159,2.9900,1.5000,1.25,0.0188,
1053,ACC-196,"Aspire Tigon Replacement Glass",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/a/s/aspire_tigon_replacement_glass_2ml.jpg,,1,0,3.2900,1.6500,1.4,0.0188,
1054,KIT-216,"Aspire AVP AIO Kit - Black",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/b/l/black_5.jpg,,1,1000,29.9900,15.0000,12.5,0.3875,
1055,KIT-217,"Aspire AVP AIO Kit - Grey",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/g/r/grey.jpg,,1,739,29.9900,15.0000,12.5,0.3875,
1056,KIT-218,"Aspire AVP AIO Kit - Rainbow",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/r/a/rainbow_2.jpg,,1,1000,29.9900,15.0000,12.5,0.3875,
1057,KIT-219,"Aspire AVP AIO Kit - Orange",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/o/r/orange.jpg,,1,581,29.9900,15.0000,12.5,0.3875,
1058,KIT-220,"Aspire AVP AIO Kit - Purple",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/p/u/purpl.jpg,,1,627,29.9900,15.0000,12.5,0.3875,
1060,POD-192,"Aspire AVP Pod",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/a/v/avp-pod-new.jpg,,1,0,9.9900,5.0000,4,0.0563,
1061,461,"Aspire Zelos 50 Watt MOD - Blue",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/z/e/zelos-mode-blue.jpg,,1,70,42.9900,26.0000,24,0.3375,
1063,462,"Aspire Reax Mini Mod - Black",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/r/e/reax-black_1.jpg,,1,209,28.9900,16.5000,14.25,0.4188,
1064,464,"Aspire Reax Mini Mod - Blue",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/r/e/reax-blue.jpg,,1,214,28.9900,16.5000,14.25,0.4188,
1065,465,"Aspire Reax Mini Mod - Purple",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/r/e/reax-purple.jpg,,1,158,28.9900,16.5000,14.25,0.4188,
1066,COI-199,"Aspire Nautilus Mini BVC Coils - 0.7ohm - Mesh (Nautilus 2S)",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/2/0/2019-05-22.jpg,,1,310,12.9900,8.2500,6.6,0.0438,
1067,COI-200,"Aspire Tigon Coil - 0.7 ohm - Mesh",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/t/a/taigon-mesh-coil.jpg,,1,0,13.9900,7.0000,5.75,0.0625,
1068,POD-193,"Aspire AVP Pod (Ceramic)",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/a/v/avp-pod-accc-new.jpg,,1,1000,9.9900,5.0000,4,0.0500,
1069,KIT-221,"Aspire AVP AIO Kit - Red",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/r/e/red_1.jpg,,1,480,29.9900,15.0000,12.5,0.3875,
1070,KIT-222,"Aspire AVP AIO Kit - Chrome",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/c/h/chrome.jpg,,1,1000,29.9900,15.0000,12.5,0.3875,
1071,KIT-223,"Aspire AVP AIO Kit - Green",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/g/r/grren.jpg,,1,909,29.9900,15.0000,12.5,0.3875,
1073,460,"Aspire Puxos Mod - P7 Circles",https://wholesale.aspirevapeco.com/media/catalog/product/cache/0/image/560x800/0dc2d03fe217f8c83829496872af24a0/p/u/puxos-mod-e-front.jpg,,1,11,49.9900,29.0000,24.75,0.4125,
